symbol,date,open,volume,high,low,close,adjclose,splits,mme,target
nflx,2002-05-28,1.2135709524154663,6609400,1.2321430444717407,1.157142996788025,1.157142996788025,1.157142996788025,0.0,1.0810544859795344,0.9435709714889526
nflx,2002-05-29,1.1642860174179077,6757800,1.1642860174179077,1.0857139825820923,1.1035710573196411,1.1035710573196411,0.0,1.0810544859795344,0.9992859959602356
nflx,2002-06-03,1.0800000429153442,3151400,1.1492860317230225,1.076429009437561,1.1285710334777832,1.1285710334777832,0.0,1.0810544859795344,1.214285969734192
nflx,2002-06-05,1.1107139587402344,1531600,1.1592860221862793,1.1071430444717407,1.147143006324768,1.147143006324768,0.0,1.0810544859795344,1.2764290571212769
nflx,2002-06-10,1.1349999904632568,484400,1.1749999523162842,1.1342860460281372,1.1564290523529053,1.1564290523529053,0.0,1.0810544859795344,1.1635710000991821
nflx,2002-06-11,1.1564290523529053,1003800,1.1885709762573242,1.1285710334777832,1.1535710096359253,1.1535710096359253,0.0,1.0810544859795344,1.269286036491394
nflx,2002-06-12,1.1535710096359253,1799000,1.182142972946167,1.089285969734192,1.092857003211975,1.092857003211975,0.0,1.0810544859795344,1.2078570127487183
nflx,2002-06-17,1.01357102394104,4855200,1.0592859983444214,0.9178569912910461,0.9221429824829102,0.9221429824829102,0.0,1.0810544859795344,1.089285969734192
nflx,2002-06-18,0.9385709762573242,10808000,0.9392859935760498,0.8421429991722107,0.9107139706611633,0.9107139706611633,0.0,1.0810544859795344,1.1492860317230225
nflx,2002-06-19,0.9114289879798889,5482400,0.9964290261268616,0.892857015132904,0.951429009437561,0.951429009437561,0.0,1.0810544859795344,1.159999966621399
nflx,2002-06-24,0.9792860150337219,2567600,1.0142860412597656,0.9571430087089539,0.9785709977149963,0.9785709977149963,0.0,1.0717378052282127,1.114285945892334
nflx,2002-06-25,0.9885709881782532,3941000,1.0071430206298828,0.947143018245697,0.9642860293388367,0.9642860293388367,0.0,1.0619694619655422,1.0364290475845337
nflx,2002-06-26,0.9635710120201111,2924600,0.9964290261268616,0.9214289784431458,0.9885709881782532,0.9885709881782532,0.0,1.055296873439425,0.8714290261268616
nflx,2002-07-01,1.0,4585000,1.0464290380477905,0.9928569793701172,1.0278569459915161,1.0278569459915161,0.0,1.0397792040638014,0.9535710215568542
nflx,2002-07-02,1.0535709857940674,9020200,1.1950000524520874,1.0392860174179077,1.1728570461273193,1.1728570461273193,0.0,1.0518771897059394,0.8914290070533752
nflx,2002-07-03,1.1785709857940674,4957400,1.214285969734192,1.1178569793701172,1.214285969734192,1.214285969734192,0.0,1.0666416242539623,0.7778570055961609
nflx,2002-07-08,1.2521430253982544,1953000,1.2521430253982544,1.167857050895691,1.1757140159606934,1.1757140159606934,0.0,1.093895100596501,0.7935709953308105
nflx,2002-07-09,1.1749999523162842,2935800,1.1964290142059326,1.114285945892334,1.160714030265808,1.160714030265808,0.0,1.0999695487482561,0.7964289784431458
nflx,2002-07-10,1.1614290475845337,1554000,1.1785709857940674,1.1321430206298828,1.1635710000991821,1.1635710000991821,0.0,1.1057514988710675,0.7871429920196533
nflx,2002-07-15,1.2428569793701172,4239200,1.2485710382461548,1.076429009437561,1.1428569555282593,1.1428569555282593,0.0,1.1298497862821075,0.8335710167884827
nflx,2002-07-16,1.1528569459915161,1941800,1.157142996788025,1.1042859554290771,1.1264289617538452,1.1264289617538452,0.0,1.1295388022340838,0.8828570246696472
nflx,2002-07-17,1.1449999809265137,1261400,1.1635710000991821,1.0757139921188354,1.089285969734192,1.089285969734192,0.0,1.1258794538250028,0.9128569960594177
nflx,2002-07-22,1.135714054107666,1993600,1.179286003112793,1.1150000095367432,1.170714020729065,1.170714020729065,0.0,1.1345337714754888,0.9685710072517395
nflx,2002-07-23,1.176429033279419,1577800,1.2135709524154663,1.1307140588760376,1.1464289426803589,1.1464289426803589,0.0,1.1356151506759316,0.9835709929466248
nflx,2002-07-24,1.1464289426803589,3355800,1.1592860221862793,1.0742859840393066,1.114285945892334,1.114285945892334,0.0,1.1336761320592408,0.9935709834098816
nflx,2002-07-29,0.8964290022850037,3260600,0.9242860078811646,0.8500000238418579,0.87642902135849,0.87642902135849,0.0,1.0813103991555417,0.8642860054969788
nflx,2002-07-30,0.8935710191726685,3777200,0.942857027053833,0.8935710191726685,0.9142860174179077,0.9142860174179077,0.0,1.0661263644521204,0.9035710096359253
nflx,2002-07-31,0.9285709857940674,3333400,0.9599999785423279,0.9057139754295349,0.9535710215568542,0.9535710215568542,0.0,1.0558940605525506,0.9364290237426758
nflx,2002-08-05,0.7785710096359253,3808000,0.8128569722175598,0.7607139945030212,0.7749999761581421,0.7749999761581421,0.0,0.9950234628013531,0.9285709857940674
nflx,2002-08-06,0.7957140207290649,3217200,0.8035709857940674,0.7428569793701172,0.7607139945030212,0.7607139945030212,0.0,0.9737226020469593,0.9178569912910461
nflx,2002-08-07,0.7607139945030212,2758000,0.7935709953308105,0.7428569793701172,0.7935709953308105,0.7935709953308105,0.0,0.9573451832545821,0.9142860174179077
nflx,2002-08-12,0.802856981754303,2130800,0.807142972946167,0.7535709738731384,0.7571430206298828,0.7571430206298828,0.0,0.9129888172180874,0.9614289999008179
nflx,2002-08-13,0.767857015132904,1677200,0.8050000071525574,0.754285991191864,0.7728570103645325,0.7728570103645325,0.0,0.9002495620495824,0.925000011920929
nflx,2002-08-14,0.7757139801979065,4047400,0.8335710167884827,0.7714290022850037,0.8335710167884827,0.8335710167884827,0.0,0.8941878761167551,0.8785709738731384
nflx,2002-08-19,0.925000011920929,2074800,0.9842860102653503,0.9178569912910461,0.982142984867096,0.982142984867096,0.0,0.9028753939287562,0.7878569960594177
nflx,2002-08-20,0.9850000143051147,2539600,0.9935709834098816,0.9214289784431458,0.9464290142059326,0.9464290142059326,0.0,0.906834813953954,0.7242860198020935
nflx,2002-08-21,0.9528570175170898,2779000,0.9714289903640747,0.9185709953308105,0.9685710072517395,0.9685710072517395,0.0,0.9124471951628437,0.7078570127487183
nflx,2002-08-26,0.9964290261268616,2644600,0.9964290261268616,0.9378569722175598,0.9678570032119751,0.9678570032119751,0.0,0.9295325319468386,0.732142984867096
nflx,2002-08-27,0.9678570032119751,4984000,0.9678570032119751,0.8578569889068604,0.87357097864151,0.87357097864151,0.0,0.9244451180099905,0.7828570008277893
nflx,2002-08-28,0.86142897605896,2275000,0.8899999856948853,0.824999988079071,0.8642860054969788,0.8642860054969788,0.0,0.9189761077815349,0.7200000286102295
nflx,2002-09-03,0.9364290237426758,1593200,0.9635710120201111,0.9135710000991821,0.925000011920929,0.925000011920929,0.0,0.9198087173548115,0.517857015132904
nflx,2002-09-04,0.9257140159606934,373800,0.945713996887207,0.9078570008277893,0.9285709857940674,0.9285709857940674,0.0,0.9206052872129257,0.4685710072517395
nflx,2002-09-09,0.9192860126495361,1419600,0.925000011920929,0.892857015132904,0.9014289975166321,0.9014289975166321,0.0,0.9181332509072221,0.372857004404068
nflx,2002-09-10,0.9007139801979065,4746000,0.949999988079071,0.8892859816551208,0.9449999928474426,0.9449999928474426,0.0,0.9205756819926967,0.5064290165901184
nflx,2002-09-11,0.9385709762573242,1629600,0.9764289855957031,0.9385709762573242,0.9614289999008179,0.9614289999008179,0.0,0.9242896199843441,0.4707140028476715
nflx,2002-09-16,0.8921430110931396,3512600,0.8921430110931396,0.8528569936752319,0.857142984867096,0.857142984867096,0.0,0.914460352720812,0.45928600430488586
nflx,2002-09-17,0.8635709881782532,2863000,0.8642860054969788,0.824999988079071,0.8299999833106995,0.8299999833106995,0.0,0.9067821373198928,0.550000011920929
